식품명,식품대분류명,영양성분함량기준량,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg),식품기원명
팥빵_앙버터딸기버터호두과자(8개입),빵 및 과자류,100g,347,45.00,6.50,13.00,165,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_앙버터레몬버터호두버터(20개입),빵 및 과자류,100g,353,44.00,6.50,16.00,155,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_앙버터레몬버터호두버터(8개입),빵 및 과자류,100g,353,44.00,6.50,16.00,155,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_앙버터호두과자(20개입),빵 및 과자류,100g,359,44.00,7.00,16.00,144,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_앙버터호두과자(8개입),빵 및 과자류,100g,359,44.00,7.00,16.00,144,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_연유크림만난단팥빵,빵 및 과자류,100g,348,,7.62,,238,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥딸기버터호두과자(20개입),빵 및 과자류,100g,307,47.50,6.50,8.50,183,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥딸기버터호두과자(8개입),빵 및 과자류,100g,307,47.50,6.50,8.50,183,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥레몬버터호두과자(20개입),빵 및 과자류,100g,313,46.50,6.50,11.50,173,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥레몬버터호두과자(8개입),빵 및 과자류,100g,313,46.50,6.50,11.50,173,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥앙버터호두과자(20개입),빵 및 과자류,100g,320,46.50,7.00,11.50,162,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥앙버터호두과자(8개입),빵 및 과자류,100g,320,46.50,7.00,11.50,162,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥호두과자(20개입),빵 및 과자류,100g,280,49.00,7.00,7.00,180,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥호두과자(8개입),빵 및 과자류,100g,280,49.00,7.00,7.00,180,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_미니붕어빵 통팥,빵 및 과자류,100g,291,,6.40,,167,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥 붕어빵,빵 및 과자류,100g,287,,3.85,,215,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_팥팥 붕어빵,빵 및 과자류,100g,249,,4.29,,220,외식(프랜차이즈 등 업체 제공 영양정보)
팥빵_호두과자,빵 및 과자류,100g,304,,6.15,,154,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_64겹골든페스츄리,빵 및 과자류,100g,385,,7.00,,440,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_64겹페스트리,빵 및 과자류,100g,387,,7.00,,495,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_갈릭페스트리,빵 및 과자류,100g,351,,8.00,,401,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_낙엽페스트리,빵 및 과자류,100g,348,,8.33,,435,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_넛츠크림치즈크럼블페이스트리,빵 및 과자류,100g,555,,7.00,,460,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_딸기탑 마마츄리,빵 및 과자류,100g,241,,3.91,,71,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_라즈베리 퐁당 마마츄리,빵 및 과자류,100g,269,,4.13,,90,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_마카다미아 데니쉬,빵 및 과자류,100g,394,,5.88,,294,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_몽블랑 데니쉬,빵 및 과자류,100g,389,,5.93,,385,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_몽블랑 플레인,빵 및 과자류,100g,399,,6.70,,241,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_미니초코칩트위스트,빵 및 과자류,100g,409,45.45,4.55,22.73,341,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_밤패스트리,빵 및 과자류,100g,361,,6.17,,315,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_베이컨&치즈패스트리,빵 및 과자류,100g,424,,8.86,,532,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_블루베리 퐁당 마마츄리,빵 및 과자류,100g,266,,4.04,,101,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_블루베리품은 소보로 페스트리,빵 및 과자류,100g,441,,7.00,,331,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_비벼먹는 페스츄리 딸기,빵 및 과자류,100g,261,,4.71,,156,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_비벼먹는 페스츄리 초콜릿,빵 및 과자류,100g,398,,6.99,,367,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_뺑 오 쇼콜라,빵 및 과자류,100g,421,,7.14,,543,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_뺑오쇼콜라,빵 및 과자류,100g,457,,7.30,,107,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_생크림소보루페스트리,빵 및 과자류,100g,341,,6.00,,283,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_소세지 페스츄리,빵 및 과자류,100g,314,,11.67,,509,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_소시지 양파 페이스트리,빵 및 과자류,100g,316,,10.50,,474,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_소시지페스트리,빵 및 과자류,100g,356,,11.00,,687,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_슈크림데니쉬,빵 및 과자류,100g,358,,8.00,,386,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_스위트갈릭고구마페스츄리,빵 및 과자류,100g,317,,5.56,,311,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_스크류소시지,빵 및 과자류,100g,392,,10.97,,523,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_시나몬페스트리,빵 및 과자류,100g,411,,12.00,,336,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_에그베이컨페이스트리,빵 및 과자류,100g,365,,12.31,,438,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_오름 치즈 케이츄리,빵 및 과자류,100g,399,,6.76,,405,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_쟌슨빌소시지페이스트리,빵 및 과자류,100g,275,,9.00,,510,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_정통소시지데니쉬,빵 및 과자류,100g,351,,12.63,,686,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_쫀득한페스트리,빵 및 과자류,100g,327,,9.33,,469,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_초코 퐁당 마마츄리,빵 및 과자류,100g,327,,4.83,,95,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_쿠인아망,빵 및 과자류,100g,286,,8.24,,311,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_퀸아망,빵 및 과자류,100g,415,,4.00,,420,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_팥절미 페이스트리,빵 및 과자류,100g,381,,11.72,,228,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_푀이테쇼콜라,빵 및 과자류,100g,350,,6.67,,317,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_햄감자말이페스트리,빵 및 과자류,100g,298,,11.58,,642,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_허니볼,빵 및 과자류,100g,277,,6.00,,426,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_허니치즈퐁당 마마츄리,빵 및 과자류,100g,319,,10.96,,247,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_현무암돌빵,빵 및 과자류,100g,421,,6.56,,393,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_회오리롱소시지패스트리,빵 및 과자류,100g,320,,10.31,,474,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_롤링 페이스트리,빵 및 과자류,100g,383,34.90,6.10,24.30,180,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_미니소시지페스츄리,빵 및 과자류,100g,396,25.00,8.33,29.17,583,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_스위트밤블랑,빵 및 과자류,100g,413,,6.63,,321,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_오렌지 페이스트리,빵 및 과자류,100g,277,27.61,4.46,16.68,124,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_오코노미야키 페이스트리,빵 및 과자류,100g,241,22.60,9.00,12.70,354,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_청포도 페이스트리,빵 및 과자류,100g,276,27.70,4.31,16.64,124,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_촉촉한몽블랑,빵 및 과자류,100g,397,43.53,5.88,22.35,388,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_크림치즈데니쉬,빵 및 과자류,100g,384,30.53,6.32,25.26,337,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_페이스트리 앙버터,빵 및 과자류,100g,449,50.10,5.60,25.10,225,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_프렌치뀐아망,빵 및 과자류,100g,485,50.00,5.88,29.41,500,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_NEW후랑크패스트리,빵 및 과자류,100g,343,,6.96,,496,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_갈릭고구마페스츄리,빵 및 과자류,100g,329,,4.76,,371,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_겹겹이데니쉬,빵 및 과자류,100g,409,,6.95,,326,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_겹겹이연유크림데니쉬,빵 및 과자류,100g,496,,6.14,,276,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_딸기롤페스츄리,빵 및 과자류,100g,333,,5.56,,292,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_몽블랑의정석,빵 및 과자류,100g,420,,7.42,,312,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_바통쉬크레,빵 및 과자류,100g,462,,7.69,,308,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_블루베리패스트리크림북,빵 및 과자류,100g,398,,6.56,,271,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_비프볼로네제 페스츄리(1개입),빵 및 과자류,100g,333,,6.67,,383,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_비프카레페스츄리(1개입),빵 및 과자류,100g,317,,6.67,,350,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_초코범벅페스츄리,빵 및 과자류,100g,446,,6.15,,308,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_초코칩쏙쏙트위스트,빵 및 과자류,100g,417,,8.33,,396,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_치즈소시지페스츄리,빵 및 과자류,100g,355,,10.91,,609,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_카라멜피칸소보로프,빵 및 과자류,100g,509,,6.88,,388,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_콘크림치즈패스트리,빵 및 과자류,100g,453,,9.47,,463,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_크림치즈롤페스츄리,빵 및 과자류,100g,361,,5.56,,361,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_파삭크림롤,빵 및 과자류,100g,407,,5.71,,264,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_패스트리크림북,빵 및 과자류,100g,429,,7.14,,295,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_골든삭 뺑오쇼콜라,빵 및 과자류,100g,442,,6.67,,367,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_베이컨 포테이토 데니쉬,빵 및 과자류,100g,442,,23.85,,488,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_뺑오쇼콜라,빵 및 과자류,100g,398,,6.78,,373,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_아몬드 퀸아망,빵 및 과자류,100g,467,,6.67,,333,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_초코푀이테,빵 및 과자류,100g,321,,10.71,,304,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_콘 치즈 데니쉬,빵 및 과자류,100g,432,,8.15,,430,외식(프랜차이즈 등 업체 제공 영양정보)
페이스트리_화이트 마카다미아 데니쉬,빵 및 과자류,100g,401,,6.58,,408,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_고구마 프레즐,빵 및 과자류,100g,268,40.09,12.74,6.60,296,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_도그 프레즐,빵 및 과자류,100g,167,18.52,11.11,7.41,370,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_버터 프레첼,빵 및 과자류,100g,350,,7.40,,492,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_불고기 프레즐,빵 및 과자류,100g,267,34.78,13.53,8.21,515,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_시나몬슈가스틱,빵 및 과자류,100g,305,,5.81,,152,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_시나몬슈가 프레즐,빵 및 과자류,100g,312,,6.42,,147,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_아몬드스틱,빵 및 과자류,100g,338,,7.24,,164,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_아몬드크림치즈스틱,빵 및 과자류,100g,298,,6.67,,227,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_오곡 프레즐,빵 및 과자류,100g,308,,8.33,,204,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_오리지날 프레즐,빵 및 과자류,100g,321,,7.62,,257,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_오리지널 프레즐,빵 및 과자류,100g,268,52.14,11.11,2.56,906,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_오리지널스틱,빵 및 과자류,100g,342,,7.58,,258,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_초코 프레즐,빵 및 과자류,100g,407,,6.40,,900,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_커스타드 프레즐,빵 및 과자류,100g,378,,7.20,,400,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_콘 샐러드 프레즐,빵 및 과자류,100g,215,32.41,10.19,5.09,307,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_콘 프레즐,빵 및 과자류,100g,242,32.21,12.98,6.73,372,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_크림치즈 프레즐,빵 및 과자류,100g,272,43.79,9.80,6.54,302,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_크림치즈 프레즐,빵 및 과자류,100g,315,,7.00,,480,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_크림치즈 프렛즐,빵 및 과자류,100g,253,,42.42,,313,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_크림치즈스틱,빵 및 과자류,100g,297,,7.55,,258,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_크림치즈 프레즐,빵 및 과자류,100g,253,,8.08,,333,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_파마산허브 프레즐,빵 및 과자류,100g,312,,7.34,,383,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_페퍼로니 프레즐,빵 및 과자류,100g,216,23.81,13.33,7.62,312,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_플레인 프레즐,빵 및 과자류,100g,268,50.43,11.11,2.56,321,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_할라피뇨 도그 프레즐,빵 및 과자류,100g,243,26.90,10.34,10.34,532,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_햄치즈 프레첼,빵 및 과자류,100g,285,41.40,11.90,8.00,771,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_갈릭스틱,빵 및 과자류,100g,350,,7.30,,234,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_압구정 프레첼,빵 및 과자류,100g,470,43.80,6.80,29.70,416,외식(프랜차이즈 등 업체 제공 영양정보)
프레즐_어니언스틱,빵 및 과자류,100g,322,,7.48,,340,외식(프랜차이즈 등 업체 제공 영양정보)
